movie_title,director_name,genres,imdb_score,plot_keywords
Post Grad,Vicky Jenson,Comedy|Romance,5.3,graduation|graduation speech|title directed by female|tv studio|unemployment
Promised Land,Gus Van Sant,Drama,6.6,corporate greed|corporation|natural gas|salesman|small town
Whatever Works,Woody Allen,Comedy|Romance,7.2,atheist|limp|quantum mechanics|religion|runaway
The In Crowd,Mary Lambert,Drama|Mystery|Thriller,4.6,clique|country club|female protagonist|lip gloss|title directed by female
Three Burials,Tommy Lee Jones,Adventure|Crime|Drama|Mystery|Western,7.5,cemetery|friend|journey|mexico|promise
Jakob the Liar,Peter Kassovitz,Drama|War,6.5,german|ghetto|hope|nazi|radio
Kiss Kiss Bang Bang,Shane Black,Comedy|Crime|Mystery,7.6,actor|detective sergeant|hotel|nightclub|thief
Idle Hands,Rodman Flender,Comedy|Fantasy|Horror|Thriller,6.2,breasts|female frontal nudity|nude woman murdered|slow motion scene|trailer home
Mulholland Drive,David Lynch,Drama|Mystery|Thriller,8.0,amnesia|car accident|female protagonist|lesbian sex|loss of memory
Blood and Chocolate,Katja von Garnier,Drama|Fantasy|Horror|Romance,5.5,colorado|love|murder|rocky mountains|werewolf
You Will Meet a Tall Dark Stranger,Woody Allen,Comedy|Drama|Romance,6.3,call girl|charlatan|fortune teller|manuscript|writer
Never Let Me Go,Mark Romanek,Drama|Romance|Sci-Fi,7.2,boarding school|childhood|love|love triangle|organ donation
The Company,Unknown,Drama|History|Thriller,7.9,cia|mole|revolution|spy|ussr
Transsiberian,Brad Anderson,Crime|Drama|Mystery|Thriller,6.7,35 mm digital camera|drugs|murder|train|travel
The Clan of the Cave Bear,Michael Chapman,Adventure|Drama|Fantasy,5.3,cave bear|cro magnon|neanderthal|survival|tradition
Crazy in Alabama,Antonio Banderas,Comedy|Crime|Drama,6.3,abusive husband|alabama|boy|dream|sheriff
Funny Games,Michael Haneke,Crime|Drama|Horror|Thriller,6.5,breaking the fourth wall|looking at the camera|remake|serial killer|violence
Listening,Khalil Sullins,Drama|Sci-Fi|Thriller,5.6,divorce papers|fainting|mind control|playground|technology
Felicia's Journey,Atom Egoyan,Drama|Thriller,7.0,caterer|catering|chef|friend|lawn mower
Metropolis,Fritz Lang,Drama|Sci-Fi,8.3,art deco|bible quote|dance|silent film|worker
District B13,Pierre Morel,Action|Crime|Thriller,7.2,bomb|gang|police|sister|undercover cop
Things to Do in Denver When You're Dead,Gary Fleder,Crime|Drama,6.8,death|finger gun|video message|what happened to epilogue|wheelchair
The Assassin,Hsiao-Hsien Hou,Action|Drama,6.4,black magic|china|love|refusal to kill|wuxia
Buffalo Soldiers,Gregor Jordan,Comedy|Crime|Drama|Thriller|War,6.9,berlin wall|germany|murder|soldier|specialist
The Return,Andrey Zvyagintsev,Drama|Mystery|Thriller,8.0,boy|photograph|return|russian|wilderness
Ong-bak 2,Tony Jaa,Action,6.2,cult film|elephant|jungle|martial arts|stylized violence
Centurion,Neil Marshall,Action|Adventure|Drama|History|Thriller|War,6.4,mushroom|mute|roman soldier|screaming|wood carving
Silent Trigger,Russell Mulcahy,Action|Drama|Thriller,5.6,assassin|die hard scenario|rangefinder|soldier|veteran
The Midnight Meat Train,Ryûhei Kitamura,Fantasy|Horror|Mystery,6.1,butcher|girlfriend|mute character|photographer|subway
Winnie Mandela,Darrell Roodt,Biography|Drama|History,6.0,character name in title|nelson mandela|one word title|reference to winnie mandela|south africa
The Son of No One,Dito Montiel,Crime|Drama|Thriller,5.1,housing project|letter|man with glasses|murder|subjective camera
All the Queen's Men,Stefan Ruzowitzky,Action|Comedy|Drama|War,4.5,apostrophe in title|behind enemy lines|box office flop|gay interest|punctuation in title
The Good Night,Jake Paltrow,Comedy|Drama|Fantasy|Music|Romance,5.9,commercial|dream|dreaming|girl|new york city
Bathory: Countess of Blood,Juraj Jakubisko,Biography|Drama|Fantasy|History,6.0,bathory|countess|female protagonist|legend|virgin blood
Khumba,Anthony Silverston,Adventure|Animation|Family,5.8,herd|ostrich|waterhole|wildebeest|zebra
Automata,Gabe Ibáñez,Action|Sci-Fi|Thriller,6.1,child hitman|dystopia|future|robot|self repair
Dungeons & Dragons: Wrath of the Dragon God,Gerry Lively,Action|Adventure|Fantasy,4.9,combat|helmet|martial arts|medieval times|violence
Chiamatemi Francesco - Il Papa della gente,Daniele Luchetti,Biography,5.7,
Shinjuku Incident,Tung-Shing Yee,Action|Crime|Drama|Thriller,7.1,chinese|gang|gratitude|immigrant|japan
Pandaemonium,Julien Temple,Biography|Drama,6.6,betrayal|french revolution|friendship|poet|revolution
Groundhog Day,Harold Ramis,Comedy|Fantasy|Romance,8.1,cult film|existentialism|groundhog day|time loop|trapped in a time loop
Magic Mike XXL,Gregory Jacobs,Comedy|Drama|Music,5.7,male bonding|male friendship|male objectification|muscular|stripper
Romeo + Juliet,Baz Luhrmann,Drama|Romance,6.8,hawaiian shirt|love|shakespeare adaptation|shakespeare play|star crossed lovers
Sarah's Key,Gilles Paquet-Brenner,Drama|War,7.5,apartment|escape|jewish family|journalist|key
Freedom,Peter Cousens,Drama|Family|Music,6.2,19th century|christian film|hymn|religion|slave
Unforgiven,Clint Eastwood,Drama|Western,8.3,englishman|leaving flowers on a grave|one last job|reputation|visiting wife's grave
Manderlay,Lars von Trier,Drama,7.4,cotton|female frontal nudity|flogging|gangster|slavery
Slumdog Millionaire,Danny Boyle,Drama|Romance,8.0,cheating|falling from height|murder|non professional cast|slum
Fatal Attraction,Adrian Lyne,Drama|Romance|Thriller,6.9,borderline personality disorder|killing a pet|madame butterfly|new york|new york city
Pretty Woman,Garry Marshall,Comedy|Romance,6.9,businessman|falling in love with a prostitute|hotel|prostitute|rich man poor woman
Towering Inferno,John Blanchard,Comedy,9.5,
Crocodile Dundee II,John Cornell,Action|Adventure|Comedy,5.5,australia|australian|crime boss|crocodile|gangster
Broken Horses,Vidhu Vinod Chopra,Action|Crime|Drama|Mystery|Thriller,5.7,
Born on the Fourth of July,Oliver Stone,Biography|Drama|War,7.2,desert|drunkenness|religious mother|strict mother|vietnam war
Cool Runnings,Jon Turteltaub,Adventure|Comedy|Family|Sport,6.9,bobsled|coach|jamaica|olympic games|olympics
My Bloody Valentine,Patrick Lussier,Horror|Thriller,5.5,coma|death|miner|valentine|valentine's day
The Possession,Ole Bornedal,Horror|Thriller,5.9,basketball coach|box|jewish|rabbi|yard sale
First Blood,Ted Kotcheff,Action|Adventure|Drama,7.7,1980s|colonel|deputy|rambo|sheriff
Stomp the Yard,Sylvain White,Drama|Music|Romance,5.2,atlanta georgia|competition|dancer|death|fraternity
The Spy Who Loved Me,Lewis Gilbert,Action|Adventure|Sci-Fi|Thriller,7.1,1970s|cult film|official james bond series|submarine|world war three
Ghost Hunters,Unknown,Documentary,6.6,ghost|paranormal|paranormal research|shaky cam
Urban Legend,Jamie Blanks,Horror|Mystery|Thriller,5.5,campus|death|friend|professor|urban legend
Dangerous Liaisons,Stephen Frears,Drama|Romance,7.7,catholic|corruption|emotional abuse|france|seduction
Good Deeds,Tyler Perry,Comedy|Drama|Romance,5.4,businessman|fight|mean brother|narrated by character|wordplay in title
White Fang,Randal Kleiser,Adventure|Drama,6.7,alaska|dog|friendship|gold|yukon
Superstar,Bruce McCulloch,Comedy|Romance,5.0,dancing|orphan|school|special education|student
The Iron Lady,Phyllida Lloyd,Biography|Drama|History,6.4,british prime minister|female prime minister|politics|prime minister|told in flashback
Jonah: A VeggieTales Movie,Mike Nawrocki,Adventure|Animation|Comedy|Drama|Family|Musical,6.6,anthropomorphism|pirate|pirate ship|tomato|whale
Poetic Justice,John Singleton,Drama|Romance,5.9,african american|mail carrier|poetry|postal worker|south central los angeles
All About the Benjamins,Kevin Bray,Action|Comedy|Crime|Thriller,5.7,black comedy|bounty hunter|diamond|machismo|money
Vampire in Brooklyn,Wes Craven,Comedy|Fantasy|Horror|Romance,4.5,blood|destiny|nightmare|partner|vampire
Exorcist II: The Heretic,John Boorman,Horror,3.7,demon|exorcism|locust|priest|repressed memory
An American Haunting,Courtney Solomon,Horror|Mystery|Thriller,5.0,flashback|lifting someone into the air|paranormal phenomena|voice over letter|year 1818
My Boss's Daughter,David Zucker,Comedy|Romance,4.6,boss' daughter|crush|house sitter|housesitting|love interest
A Perfect Getaway,David Twohy,Adventure|Mystery|Thriller,6.5,cliff|hawaii|island|newlywed|waterfall
Our Family Wedding,Rick Famuyiwa,Comedy|Romance,4.9,california|love|marriage|wedding|wedding dress
Dead Man on Campus,Alan Cohn,Comedy,6.0,college|college roommate|party|roommate|student
Tea with Mussolini,Franco Zeffirelli,Comedy|Drama|War,6.9,ambassador|american|art|english|italy
Thinner,Tom Holland,Fantasy|Horror,5.7,death|doctor|gypsy|judge|lawyer
"New York, New York",Martin Scorsese,Drama|Music|Musical|Romance,6.7,love|musician|saxophonist|singer|songwriter
Crooklyn,Spike Lee,Comedy|Drama,6.9,argument|birthday|bully|coming of age|semi autobiographical
I Think I Love My Wife,Chris Rock,Comedy|Drama|Romance,5.5,banker|investment|investment banker|marriage|sex
Jason X,James Isaac,Action|Horror|Sci-Fi|Thriller,4.4,jason voorhees|lake|machete|scientist|slasher
Big Fat Liar,Shawn Levy,Adventure|Comedy|Family,5.4,brunette|film producer|liar|prank|stunt
Bobby,Emilio Estevez,Drama|History,7.0,campaign|chess|friend|hotel|senator
Head Over Heels,Mark Waters,Comedy|Mystery|Romance,5.4,apartment|fast motion scene|model|private investigation|suspected murder
Fun Size,Josh Schwartz,Adventure|Comedy,5.4,adult humor|best friend|friend|halloween|teenage girl
The Diving Bell and the Butterfly,Julian Schnabel,Biography|Drama,8.0,arc de triomphe paris|based on autobiography|coma|elle magazine|male frontal nudity
Little Children,Todd Field,Drama|Romance,7.6,adulterous wife|bar|dysfunctional marriage|sex offender|suburb
Gossip,Davis Guggenheim,Drama|Mystery|Thriller,5.9,college|college campus|gossip|rape|sex
A Walk on the Moon,Tony Goldwyn,Drama,6.6,adulterous wife|cheating wife|summer|unfaithfulness|woodstock
Catch a Fire,Phillip Noyce,Biography|Drama|History,6.7,attack|coach|colonel|jail|oil refinery
Soul Survivors,Stephen Carpenter,Drama|Horror|Mystery|Thriller,3.9,car accident|college|ghost|girl in panties|white panties
Jefferson in Paris,James Ivory,Biography|Drama|History|Romance,5.7,18th century|ambassador|french revolution|friendship|thomas jefferson
Easy Virtue,Stephan Elliott,Comedy|Romance,6.7,estate|female frontal nudity|female nudity|no panties|unhappy marriage
Caravans,James Fargo,Action|Adventure|History,6.5,afghanistan|caravan|rebel|russian|tribe
Mr. Turner,Mike Leigh,Biography|Drama|History,6.8,prism|rented room|scrofula|sketching|sunrise
Wild Grass,Alain Resnais,Drama|Romance,6.3,dentist|letter|pilot|skateboard|wallet
Amen.,Costa-Gavras,Biography|Crime|Drama|War,7.3,jesuit|jew|pope|priest|ss
Reign of Assassins,Chao-Bin Su,Action,6.9,martial arts|sword fight|wuxia
The Lucky Ones,Neil Burger,Comedy|Drama|War,7.0,college tuition|guitar|road trip|soldier|stranded
Margaret,Kenneth Lonergan,Drama,6.5,accident|bus|loss of virginity|new york city|virginity
Stan Helsing,Bo Zenga,Comedy|Horror,3.6,dollar bill|double entendre|escaped convict|halloween|striptease
Flipped,Rob Reiner,Comedy|Drama|Romance,7.7,apology|falling in love|multiple perspectives|narrated by a girl|younger version of character
Brokeback Mountain,Ang Lee,Drama|Romance,7.7,gay relationship|homosexuality|mountain|ranch|rodeo
Teenage Mutant Ninja Turtles,Jonathan Liebesman,Action|Adventure|Comedy|Sci-Fi,5.9,18 wheeler|mutant|ninja|sewer|turtle
Clueless,Amy Heckerling,Comedy|Romance,6.8,female protagonist|high school|makeover|matchmaker|popularity
Far from Heaven,Todd Haynes,Drama|Romance,7.4,african american|catastrophe|family relationships|farewell scene|therapy
Hot Tub Time Machine 2,Steve Pink,Comedy|Sci-Fi,5.1,acid trip|gameshow|hot tub|time lord|time machine
Dekalog,Unknown,Drama,9.1,meaning of life|moral challenge|morality|search for meaning|ten commandments
Quills,Philip Kaufman,Biography|Drama,7.4,asylum|lust|male pubic hair|penis|pubic hair
Seven Psychopaths,Martin McDonagh,Comedy|Crime,7.2,dognapping|gangster|misfiring gun|screenwriter|shih tzu
The Caveman's Valentine,Kasi Lemmons,Crime|Drama|Music|Mystery|Thriller,6.0,chrysler building manhattan new york city|delusion|manhattan new york city|new york city|title directed by female
The Border,Unknown,Action|Crime|Drama|Thriller,7.4,
Downfall,Oliver Hirschbiegel,Biography|Drama|History|War,8.3,bunker|hitler|nazi|no exit|war ruins
The Sea Inside,Alejandro Amenábar,Biography|Drama|Romance,8.1,dignity|euthanasia|freedom|lawyer|sailor
Under the Skin,Jonathan Glazer,Drama|Horror|Sci-Fi|Thriller,6.3,alien|desire|female nudity|male frontal nudity|scotland
"Good Morning, Vietnam",Barry Levinson,Biography|Comedy|Drama|War,7.3,disc jockey|friendship|radio|vietnam|vietnamese
The Last Godfather,Hyung-rae Shim,Comedy,3.6,mafia|mafia boss|mafiosi|mafioso|three word title
Justin Bieber: Never Say Never,Jon M. Chu,Documentary|Music,1.6,boyhood friend|manager|plasma tv|prodigy|star
Black Swan,Darren Aronofsky,Drama|Thriller,8.0,ballerina|ballet|fear|female protagonist|madness
RoboCop,José Padilha,Action|Crime|Sci-Fi|Thriller,6.2,law enforcement|police|robocop|robot|technology
The Godfather: Part II,Francis Ford Coppola,Crime|Drama,9.0,1950s|corrupt politician|lake tahoe nevada|melancholy|revenge
Save the Last Dance,Thomas Carter,Drama|Music|Romance,6.1,dance|dancing|ghetto|hip hop|imperative in title
A Nightmare on Elm Street 4: The Dream Master,Renny Harlin,Fantasy|Horror|Thriller,5.7,demon|dream|elm street|freddy krueger|nightmare
Miracles from Heaven,Patricia Riggen,Drama,6.8,child cancer|christian film|christianity|falling into a hole|inspiring
"Dude, Where's My Car?",Danny Leiner,Comedy|Mystery,5.5,bare chested male|gay kiss|homoeroticism|lesbian kiss|transsexual
Young Guns,Christopher Cain,Action|Crime|Drama|Thriller|Western,6.8,army|cattle|deputy|new mexico|rancher
St. Vincent,Theodore Melfi,Comedy|Drama,7.3,bullying|grumpy old man|school presentation|stroke|stroke recovery
About Last Night,Steve Pink,Comedy|Romance,6.1,bedroom|boyfriend girlfriend relationship|hug|interrupted sex|urban setting
10 Things I Hate About You,Gil Junger,Comedy|Drama|Romance,7.2,dating|protective father|school|shrew|teen movie
The New Guy,Ed Decter,Comedy,5.9,cheerleader|geek|high school|prison|reference to janet jackson
Loaded Weapon 1,Gene Quintano,Action|Comedy|Crime,6.1,cookie|detective|microfilm|parody|sergeant
The Shallows,Jaume Collet-Serra,Drama|Horror|Thriller,6.8,beach|island|mexico|prey|trapped
The Butterfly Effect,Eric Bress,Sci-Fi|Thriller,7.7,blackout|child pornography|memory|surprise ending|time travel
Snow Day,Chris Koch,Adventure|Comedy|Family,4.9,meteorologist|snow|snowed in|snowplow|weather
This Christmas,Preston A. Whitmore II,Comedy|Drama|Romance,6.1,christmas|family home|musician|piano|secret
Baby Geniuses,Bob Clark,Comedy|Crime|Family|Sci-Fi,2.5,baby|boy|science|scientist|toddler
The Big Hit,Kirk Wong,Action|Comedy|Crime|Thriller,6.1,hitman|kidnapping|kosher|vhs|video store
Harriet the Spy,Bronwen Hughes,Comedy|Drama|Family,5.9,binoculars|child spy|notebook|secret|spy
Child's Play 2,John Lafia,Fantasy|Horror,5.7,boy|doll|foster home|killer doll|serial killer
No Good Deed,Sam Miller,Crime|Thriller,5.6,home invasion|police officer shot|police officer shot in the chest|psychopath|three word title
The Mist,Frank Darabont,Horror,7.2,desperation|fog|giant insect|survival|survival horror
Ex Machina,Alex Garland,Drama|Mystery|Sci-Fi|Thriller,7.7,artificial intelligence|robot|robot human relationship|turing test|video surveillance
Being John Malkovich,Spike Jonze,Comedy|Drama|Fantasy,7.8,body swap|magical realism|portal|puppeteer|surrealism
Two Can Play That Game,Mark Brown,Comedy|Romance,6.1,advice|battle of the sexes|lingerie|romantic rivalry|rule
Earth to Echo,Dave Green,Adventure|Family|Sci-Fi,5.8,alien|bar|construction worker|no opening credits|no title at beginning
Crazy/Beautiful,John Stockwell,Drama|Romance,6.5,congressman|high school|latino|pacific palisades|school
Letters from Iwo Jima,Clint Eastwood,Drama|History|War,7.9,blood splatter|general|island|japan|world war two
The Astronaut Farmer,Michael Polish,Adventure|Drama|Sci-Fi,6.3,bank|fbi|fuel|rocket|space travel
Woo,Daisy von Scherler Mayer,Comedy|Romance,3.8,blind date|law clerk|love|manhattan new york city|world trade center manhattan new york city
Room,Lenny Abrahamson,Drama,8.3,based on novel|escape|imprisonment|kidnapping|mother son relationship
Dirty Work,Bob Saget,Comedy,6.4,cult film|gambling debt|job|off screen murder|revenge
Serial Mom,John Waters,Comedy|Crime|Thriller,6.7,dentist|housewife|howie scream|murder|perfection
Dick,Andrew Fleming,Comedy,6.1,political cover up|political satire|teenage girl|white house|witness
Del 1 - Män som hatar kvinnor,Niels Arden Oplev,Action|Crime|Mystery|Thriller,8.1,
Light It Up,Craig Bolotin,Drama|Thriller,6.0,black cop|die hard scenario|hostage negotiator|police|police brutality
54,Mark Christopher,Drama|Music,5.8,angel dust the drug|disco|new york city|quaalude|reference to princess grace of monaco
Bubble Boy,Blair Hayes,Adventure|Comedy|Romance|Sci-Fi,5.6,cigarette smoking|hand on butt|niagara falls|plastic bubble|wedding
Birthday Girl,Jez Butterworth,Comedy|Crime|Thriller,6.1,bank|bank clerk|birthday|mail order bride|russian
21 & Over,Jon Lucas,Comedy,5.9,21st birthday|college student|drunken man|pubic hair|standing up to father
"Paris, je t'aime",Olivier Assayas,Comedy|Drama|Romance,7.3,baby|divorce|oscar wilde|pigalle|tourist
Resurrecting the Champ,Rod Lurie,Drama|Sport,6.8,boxing|colosseum|homeless man|reporter|writer
Admission,Paul Weitz,Comedy|Drama|Romance,5.7,adoption|female protagonist|princeton university|wedding|working women
The Widow of Saint-Pierre,Patrice Leconte,Drama|Romance,7.3,archipelago|guillotine|island|prison|redemption
Chloe,Atom Egoyan,Drama|Mystery|Romance|Thriller,6.3,bare chested boy|doctor|escort|infidelity|prostitute
Faithful,Paul Mazursky,Comedy|Crime|Drama,5.9,bathroom|bathtub|female protagonist|flashback|kitchen
Brothers,Jim Sheridan,Drama|Thriller,7.1,afghanistan|death of soldier|presumed dead|prisoner|war trauma
Find Me Guilty,Sidney Lumet,Biography|Comedy|Crime|Drama,7.1,court|drugs|judge|mafia|mobster
The Perks of Being a Wallflower,Stephen Chbosky,Drama|Romance,8.0,coming of age|depression|gay|high school|mental illness
Excessive Force,Jon Hess,Action,5.1,exercise bicycle|face in food|police|police brutality|policeman
Infamous,Douglas McGrath,Biography|Crime|Drama,7.1,blood|book|cold calculation|murder|writer
The Claim,Michael Winterbottom,Drama|Romance|Western,6.5,gold|gold mine|miner|railroad|surveyor
The Vatican Tapes,Mark Neveldine,Horror|Thriller,4.5,evil|injury|possession|priest|vatican
Attack the Block,Joe Cornish,Action|Comedy|Sci-Fi|Thriller,6.6,alien|alien invasion|apartment|creature|gang
In the Land of Blood and Honey,Angelina Jolie Pitt,Drama|Romance|War,4.3,bosnian war|church|emaciation|soldier|violence
The Call,Brad Anderson,Crime|Thriller,6.7,911 operator|calling 911|die hard scenario|head held underwater|white villain
Operation Chromite,John H. Lee,Action|Drama|History|War,6.8,
The Crocodile Hunter: Collision Course,John Stainton,Action|Adventure|Comedy|Family,5.4,cia|crocodile|satellite|snake|spider
I Love You Phillip Morris,Glenn Ficarra,Biography|Comedy|Crime|Drama|Romance,6.6,character name in title|con artist|fraud|gay|prison break
Quest for Fire,Jean-Jacques Annaud,Adventure|Drama|History,7.4,fire|prehistoric times|primitive|tribe|trio
Antwone Fisher,Denzel Washington,Biography|Drama,7.3,black american|extortion|navy|psychiatrist|sailor
The Emperor's Club,Michael Hoffman,Drama,6.9,classroom|fund raising|headmaster|reunion|roman
True Romance,Tony Scott,Action|Crime|Drama|Romance|Thriller,8.0,aspiring actor|cocaine|drugs|pimp|suitcase full of money
Womb,Benedek Fliegauf,Drama|Romance|Sci-Fi,6.4,clone|love|male nudity|medical ethics|virginity
Glengarry Glen Ross,James Foley,Crime|Drama|Mystery,7.8,office|pressure|real estate|robbery|sales
The Killer Inside Me,Michael Winterbottom,Crime|Drama|Thriller,6.1,deputy|murder|revenge|sheriff|texas
Cat People,Paul Schrader,Fantasy|Horror|Thriller,6.1,cat|cat people|leopard|love|slip the undergarment
Sorority Row,Stewart Hendler,Horror|Mystery,5.1,prank gone wrong|scantily clad female|shotgun|sorority house|stabbed in the neck
The Prisoner of Zenda,John Cromwell,Adventure|Drama|Romance,7.8,coronation|fictitious country|king|princess|swashbuckler
Lars and the Real Girl,Craig Gillespie,Comedy|Drama|Romance,7.4,in love with an inanimate object|internet|introvert|psychologist|sex doll
The Boy in the Striped Pajamas,Mark Herman,Drama|War,7.8,boy|fence|jew|nazis|poison gas
Dancer in the Dark,Lars von Trier,Crime|Drama|Musical,8.0,ends with quotation|execution|factory|women's prison|year 1964
Oscar and Lucinda,Gillian Armstrong,Drama|Romance,6.7,australia|church|glass|inheritance|wager
The Funeral,Abel Ferrara,Crime|Drama,6.6,1930s|madness|murder|new york city|violence
Solitary Man,Brian Koppelman,Comedy|Drama|Romance,6.4,aging|hdtv|high definition television|love|marriage
Machete,Ethan Maniquis,Action|Crime|Thriller,6.7,machete|mexican|mexico|priest|texas
Casino Jack,George Hickenlooper,Biography|Comedy|Crime|Drama,6.2,corruption|lobbyist|murder|washington d.c.|washington d.c. lobbyist
The Land Before Time,Don Bluth,Adventure|Animation|Family,7.3,brontosaurus|classical music|dinosaur|dinosaur feature|earthquake
Tae Guk Gi: The Brotherhood of War,Je-kyu Kang,Action|Drama|War,8.1,1950s|archeologist|korea|korean war|soldier
The Perfect Game,William Dear,Comedy|Drama|Family|Sport,7.0,baseball movie|little league|little league baseball|mexico|three word title
The Exorcist,William Friedkin,Horror,8.0,demonic possession|exorcism|exorcist|loss of innocence|priest
Jaws,Steven Spielberg,Adventure|Drama|Thriller,8.0,beach|blockbuster|fishing|great white shark|shark
American Pie,Paul Weitz,Comedy,7.0,1990s|first love|milf|prom|virginity
Ernest & Celestine,Stéphane Aubier,Animation|Comedy|Crime|Drama|Family,7.9,bear|dentist|friendship|mouse|prejudice
The Golden Child,Michael Ritchie,Action|Adventure|Comedy|Fantasy|Mystery,5.9,boy|child|chosen one|demon|detective
Think Like a Man,Tim Story,Comedy|Romance,6.6,advice|black romance|hip hop|reading a book|sex scene
Barbershop,Tim Story,Comedy|Drama,6.3,barber|barbershop|blaxploitation|loan shark|theft
Star Trek II: The Wrath of Khan,Nicholas Meyer,Action|Adventure|Sci-Fi,7.7,jamming communications|planet|space station|taunt|trap
Ace Ventura: Pet Detective,Tom Shadyac,Comedy,6.9,detective|dolphin|mascot|nudity|stupidity
WarGames,John Badham,Sci-Fi|Thriller,7.1,computer|game|high school|norad|teenager
Witness,Peter Weir,Crime|Drama|Romance|Thriller,7.4,amish|love|murder|police|train
Act of Valor,Mike McCoy,Action|Adventure|Drama|Thriller|War,6.5,mission|navy seal|terrorist|torture|valor
Step Up,Anne Fletcher,Crime|Drama|Music|Romance,6.5,dance|dancer|school|showcase|student
Beavis and Butt-Head Do America,Mike Judge,Adventure|Animation|Comedy|Crime,6.8,beavis and butt head|fbi|score|television|television set
Jackie Brown,Quentin Tarantino,Crime|Thriller,7.5,arms dealer|atf|bail|money|multiple perspectives
Harold & Kumar Escape from Guantanamo Bay,Jon Hurwitz,Adventure|Comedy,6.6,bong|escape|ex girlfriend|guantanamo bay|texas
Chronicle,Josh Trank,Drama|Sci-Fi|Thriller,7.1,found footage|high school|subjective camera|teen angst|troubled teen
Yentl,Barbra Streisand,Drama|Musical|Romance,6.6,love|study|talmud|wedding|yeshiva
Time Bandits,Terry Gilliam,Adventure|Comedy|Fantasy|Sci-Fi,7.0,cult director|dwarf|robin hood|satire|treasure
Crossroads,Tamra Davis,Comedy|Drama,3.3,audition|friendship|graduation|high school graduation|love
Project X,Nima Nourizadeh,Comedy|Crime,6.7,birthday party|high school|high school senior|millennial generation|party
Patton,Franklin J. Schaffner,Biography|Drama|War,8.0,allies|dead soldier|destiny|general|tank
One Hour Photo,Mark Romanek,Drama|Thriller,6.8,insanity|photo lab|photo shop|photography|voyeur
Quarantine,John Erick Dowdle,Horror|Sci-Fi|Thriller,6.0,apartment building|found footage|television|trapped|virus
The Eye,David Moreau,Horror|Mystery,5.4,cellular memory|eye|eye transplant|seeing dead people|violinist
Johnson Family Vacation,Christopher Erskin,Comedy,4.3,cross country|cross country trip|highway travel|on the road|road movie
How High,Jesse Dylan,Comedy|Fantasy,6.2,college|drugs|harvard|pot|smoke
The Muppet Christmas Carol,Brian Henson,Comedy|Drama|Family|Fantasy|Musical,7.7,christmas|christmas eve|miser|muppet|scrooge
Casino Royale,Martin Campbell,Action|Adventure|Thriller,8.0,casino|espionage|free running|james bond|terrorist
Frida,Julie Taymor,Biography|Drama|Romance,7.4,art|bisexual|marriage|pain|revolutionary
Katy Perry: Part of Me,Dan Cutforth,Documentary|Music,5.9,female protagonist|reference to britney spears|singer|song|world tour
The Fault in Our Stars,Josh Boone,Drama|Romance,7.8,cancer|falling in love|friendship|novel|teenager
Rounders,John Dahl,Crime|Drama,7.4,breasts|cult film|loan shark|poker|reference to christy turlington
Top Five,Chris Rock,Comedy|Romance,6.5,bare breasts|celebrity|in medias res|reference to planet of the apes|sex talk
Prophecy,John Frankenheimer,Horror|Sci-Fi,5.4,cabin|monster|monster movie|paper mill|pollution
Stir of Echoes,David Koepp,Horror|Mystery|Thriller,7.0,disappearance|hearing voices|hypnosis|post hypnotic suggestion|seeing a ghost
Spartacus: War of the Damned,Unknown,Action|Adventure|Biography|Drama|History,8.6,female frontal nudity|female full frontal nudity|gladiator|group sex|slave girl
Philomena,Stephen Frears,Biography|Drama,7.6,catholic|convent|gay love|gay relationship|irish adoption board
The Upside of Anger,Mike Binder,Comedy|Drama,6.9,anger|baseball|drinking|radio|secretary
The Boys from Brazil,Franklin J. Schaffner,Drama|Thriller,7.0,1970s|jew|nazi|nazi hunter|paraguay
Aquamarine,Elizabeth Allen Rosenbaum,Comedy|Family|Fantasy|Romance,5.3,beach|love|mermaid|storm|swimming
Paper Towns,Jake Schreier,Drama|Mystery|Romance,6.4,based on novel|female neighbor|friendship|travel|trip
My Baby's Daddy,Cheryl Dunye,Comedy,4.5,animal costume|break up|fatherhood|rapper|talking baby
Nebraska,Alexander Payne,Adventure|Comedy|Drama,7.8,aging|billings montana|lincoln nebraska|nebraska|pickup truck
Tales from the Crypt: Demon Knight,Ernest R. Dickerson,Action|Fantasy|Horror|Thriller,6.7,blood|blood of christ|demon|key|loud sex
Max Keeble's Big Move,Tim Hill,Comedy|Crime|Family,5.3,bully|moving|principal|revenge|school
Young Adult,Jason Reitman,Comedy|Drama,6.3,car damage|computer printer|female band|fingernail polish|narcissism
Crank,Mark Neveldine,Action|Crime|Thriller,7.0,assassin|cult film|doctor|heart|poison
How to Be a Player,Lionel C. Martin,Comedy,5.3,breaking the fourth wall|doorman|friend|party|sex
Living Out Loud,Richard LaGravenese,Comedy|Drama|Romance,6.6,brooklyn bridge|divorce|female protagonist|female star appears nude|lingerie slip
Just Wright,Sanaa Hamri,Comedy|Romance|Sport,5.8,basketball|basketball player|nba|physical therapist|therapist
Rachel Getting Married,Jonathan Demme,Drama|Romance,6.7,12 step program|friend|maid of honor|tears|wedding
The Postman Always Rings Twice,Bob Rafelson,Crime|Drama|Romance|Thriller,6.6,adultery|drifter|lunch wagon|murder|neo noir
Girl with a Pearl Earring,Peter Webber,Biography|Drama|Romance,7.0,17th century|girl|maid|painter|painting
